35,2395,-141
156,2207,-1280
-18,1140,-1596
438,-1295,-1237
-31,-1012,-436
-382,696,288
15,1114,-369
-907,208,-1573
126,-97,-35
-1032,195,1065
1372,267,-466
-1039,1143,699
-62,-1170,-461
-893,1458,-456
-878,-1468,-500
145,2160,-1370
-940,100,1091
-435,707,-868
160,-192,-1380
-1114,-1365,-1462
0,0,0
-444,531,368
1327,1378,935
-992,2683,-1360
1364,1410,769
120,1172,-394
57,1120,1185
-1246,2406,-69
1586,10,989
1439,224,-388
88,231,1097
204,222,1090
-1062,-1343,-1556
1368,1140,-432
-12,-116,-1366
48,1275,1066
-1097,2660,-1333
727,654,432
-1197,2715,-1354
-1095,215,-227
119,1291,1130
-821,1188,666
-1028,-1397,-432
-1147,70,-135
-1300,2339,-119
1378,277,-466
-42,-1244,-406
-1105,-1257,-1492
1341,15,1010
197,150,1149
-1284,2464,-40
1252,1263,-374
278,-1293,-1308
-838,-1315,-437
24,-194,47
1481,86,959
-396,-536,-906
-864,1194,724
-1026,991,-1424
-945,992,-1261
835,722,260
-753,1504,-422
-1009,167,-1446
-926,134,-1403
89,-23,-1420
-1020,120,985
136,1188,-1693
-855,1486,-485
66,2395,-136
-4,1227,-1704
47,2544,-75
1285,1258,-417
-1043,78,-317
51,1108,-402
-1069,999,-1378
-401,1782,-874
222,2134,-1182
1371,1373,986
368,-1369,-1304
